,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
374,56,no,travel_frequently,658.7698412698413,,18,4,medical,375,3,M,,3,2,healthcare representative,2,married,5320.83,13834.17,3,,14,3.0,4,full time,2,,3,3.0,8,,6,7,1968,63850.0,,si
375,51,no,non-travel,654.8492063492064,sales,1,3,life sciences,376,4,F,,3,2,sales executive,3,married,5289.17,13751.83,0,,12,3.0,1,full time,1,,3,3.0,18,,0,13,1973,63470.0,sales executive  -  sales,
376,33,no,non-travel,290.03550973654063,,29,4,,377,4,F,,3,1,laboratory technician,3,single,2342.59,6090.75,9,no,12,3.0,2,part time,0,10.0,2,3.0,8,,7,7,1991,28111.13,,si
377,54,no,travel_frequently,776.3888888888888,,2,3,marketing,378,3,F,97.0486111111111,2,3,sales executive,2,,6270.83,16304.17,2,,12,3.0,1,part time,1,30.0,2,,15,,6,12,1970,75250.0,,si
378,41,no,travel_rarely,556.2566609977324,,26,3,,379,3,M,,3,2,sales executive,1,married,4492.84,11681.39,1,,14,3.0,2,part time,1,8.0,3,2.0,7,,7,5,1983,53914.11,,no
379,56,no,non-travel,1582.7713464696226,,2,1,,380,3,M,,2,4,manager,1,single,12783.92,33238.2,7,no,15,3.0,2,,0,,3,4.0,9,,6,2,1968,153407.04,,
380,29,yes,non-travel,1032.4872861766066,,24,2,,381,2,M,,2,3,healthcare representative,1,single,8339.32,21682.23,1,no,12,3.0,1,part time,0,10.0,2,2.0,10,,1,9,1995,100071.84,,
381,29,no,travel_rarely,377.6190476190477,,10,3,other,382,3,F,,3,2,research scientist,3,single,3050.0,7930.0,3,no,13,3.0,4,,0,,4,4.0,8,,1,7,1995,36600.0,,
382,36,yes,non-travel,1032.4872861766066,,4,3,technical degree,383,4,M,,3,3,sales executive,1,,8339.32,21682.23,0,,22,4.0,1,part time,0,9.0,2,3.0,8,,4,7,1988,100071.84,,
383,34,yes,travel_frequently,556.2566609977324,research & development,36,4,medical,384,3,F,69.53208262471655,2,2,research scientist,3,single,4492.84,11681.39,1,no,22,4.0,2,part time,0,14.0,4,3.0,13,,3,8,1990,53914.11,research scientist  -  research & development,si
384,26,yes,non-travel,290.03550973654063,research & development,4,1,technical degree,385,4,M,,3,1,laboratory technician,4,married,2342.59,6090.75,1,,15,,2,part time,1,7.0,3,4.0,7,,5,6,1998,28111.13,laboratory technician  -  research & development,
385,39,no,non-travel,901.7460317460316,sales,10,4,,386,3,M,,2,3,sales executive,3,,7283.33,18936.67,0,yes,14,3.0,2,part time,2,9.0,2,,8,,2,7,1985,87400.0,sales executive  -  sales,
386,29,no,non-travel,1032.4872861766066,,12,3,,387,1,F,,3,3,manufacturing director,2,,8339.32,21682.23,0,,17,3.0,2,part time,3,,3,2.0,9,,1,7,1995,100071.84,,
387,44,no,travel_frequently,1032.4872861766066,,27,3,life sciences,388,3,F,129.06091077207583,3,3,manufacturing director,1,married,8339.32,21682.23,8,no,11,3.0,3,part time,1,18.0,1,3.0,8,,0,1,1980,100071.84,,
388,40,yes,travel_frequently,1582.7713464696226,research & development,2,3,life sciences,389,1,M,197.8464183087028,3,4,healthcare representative,4,,12783.92,33238.2,7,no,11,3.0,4,full time,3,21.0,4,3.0,18,,11,5,1984,153407.07,healthcare representative  -  research & development,no
389,41,no,travel_rarely,1973.9841269841268,,14,3,,390,3,M,,2,5,research director,3,,15943.72,41453.67,1,no,14,,1,full time,0,,2,,20,,4,9,1983,191324.62,,
390,30,no,travel_rarely,556.2566609977324,,8,1,medical,391,2,M,,2,2,manufacturing director,4,married,4492.84,11681.39,1,,15,3.0,3,,1,10.0,2,2.0,10,,1,2,1994,53914.08,,
391,41,no,non-travel,1392.7539682539682,,32,4,,392,2,F,,3,3,research director,3,,11249.17,29247.83,9,no,17,3.0,3,full time,0,20.0,3,2.0,18,,2,13,1983,134990.0,,no
392,27,no,travel_rarely,290.03550973654063,,3,4,,393,1,M,,4,1,laboratory technician,4,,2342.59,6090.75,1,,22,4.0,2,part time,1,8.0,2,3.0,8,,0,7,1997,28111.13,,
393,36,no,travel_rarely,1032.4872861766066,,2,3,,394,3,M,,2,3,manufacturing director,2,divorced,8339.32,21682.23,2,no,18,3.0,2,,1,15.0,2,4.0,7,,6,4,1988,100071.84,,
394,54,no,non-travel,1973.9841269841268,research & development,7,2,medical,395,4,F,,3,5,manager,3,divorced,15943.72,41453.67,3,no,18,3.0,2,full time,1,26.0,6,3.0,7,,4,7,1970,191324.62,manager  -  research & development,no
395,36,no,non-travel,556.2566609977324,,17,4,life sciences,396,3,M,,3,2,sales executive,1,,4492.84,11681.39,3,,15,3.0,4,part time,3,15.0,2,3.0,7,,1,7,1988,53914.11,,si
396,34,no,non-travel,556.2566609977324,,25,3,medical,397,2,F,,3,2,sales executive,3,,4492.84,11681.39,1,no,12,3.0,1,part time,1,,3,2.0,10,,0,1,1990,53914.11,,si
397,37,no,non-travel,290.03550973654063,research & development,6,4,life sciences,398,3,M,,1,1,laboratory technician,3,divorced,2342.59,6090.75,1,no,14,3.0,3,part time,1,,4,3.0,7,,1,7,1987,28111.13,laboratory technician  -  research & development,si
398,31,no,travel_rarely,360.1825396825397,,7,4,life sciences,399,3,M,45.02281746031746,3,2,laboratory technician,3,divorced,2909.17,7563.83,1,,13,,1,part time,3,,4,2.0,10,,8,9,1993,34910.0,,
399,61,no,non-travel,538.5714285714286,,29,4,,400,2,M,,4,2,sales executive,4,divorced,4350.0,11310.0,0,,18,3.0,2,,1,12.0,3,3.0,11,,1,9,1963,52200.0,,
400,33,no,non-travel,556.2566609977324,,2,2,life sciences,401,4,F,69.53208262471655,3,2,research scientist,3,single,4492.84,11681.39,4,yes,14,3.0,4,part time,0,10.0,2,3.0,8,,0,7,1991,53914.11,,no
401,37,no,non-travel,1057.7460317460318,,1,3,technical degree,402,3,F,,1,3,manufacturing director,1,divorced,8543.33,22212.67,2,yes,21,4.0,3,full time,1,17.0,2,3.0,7,,7,7,1987,102520.0,,
402,28,no,travel_rarely,290.03550973654063,,14,3,,403,1,M,,3,1,research scientist,1,,2342.59,6090.75,1,,14,3.0,4,,2,,3,2.0,9,,6,8,1996,28111.08,,
403,44,no,non-travel,2036.6666666666667,research & development,3,3,life sciences,404,3,M,,1,5,research director,4,,16450.0,42770.0,3,no,14,3.0,2,full time,1,,2,3.0,8,,0,7,1980,197400.0,research director  -  research & development,
404,30,no,travel_rarely,1582.7713464696226,,1,3,,405,4,F,,2,4,research director,4,divorced,12783.92,33238.2,3,no,14,3.0,2,full time,2,9.0,2,2.0,7,,1,7,1994,153407.07,,
405,60,no,non-travel,1032.4872861766066,,24,4,,406,2,M,,3,3,manufacturing director,4,single,8339.32,21682.23,6,no,12,3.0,4,part time,0,,6,2.0,9,,5,4,1964,100071.84,,
406,44,no,travel_rarely,1032.4872861766066,,4,4,marketing,407,4,F,,2,3,sales executive,4,single,8339.32,21682.23,3,no,14,3.0,4,part time,0,23.0,3,4.0,21,,15,17,1980,100071.84,,
407,45,yes,travel_rarely,1032.4872861766066,,15,3,medical,408,1,F,129.06091077207583,3,3,healthcare representative,4,married,8339.32,21682.23,1,,11,3.0,4,part time,1,,2,3.0,10,,0,5,1979,100071.84,,
408,30,yes,non-travel,290.03550973654063,research & development,7,3,technical degree,409,2,F,,3,1,laboratory technician,3,divorced,2342.59,6090.75,3,yes,13,3.0,1,,2,10.0,2,3.0,7,,7,7,1994,28111.08,laboratory technician  -  research & development,si
409,33,no,travel_rarely,640.6111111111111,,8,3,,410,3,M,,4,2,sales executive,4,married,5174.17,13452.83,1,,15,3.0,3,full time,2,,4,4.0,10,,0,8,1991,62090.0,,
410,37,no,travel_rarely,731.9206349206349,,10,4,technical degree,411,4,F,,3,3,healthcare representative,3,married,5911.67,15370.33,3,no,12,3.0,1,part time,0,,0,3.0,7,,1,7,1987,70940.0,,
411,53,yes,non-travel,1032.4872861766066,sales,5,3,,412,2,M,,3,3,sales executive,2,single,8339.32,21682.23,9,yes,19,3.0,3,part time,0,,2,2.0,8,,7,7,1971,100071.84,sales executive  -  sales,
412,40,no,travel_rarely,467.7936507936508,,33,2,,413,1,M,,3,2,manufacturing director,3,single,3778.33,9823.67,0,,11,3.0,1,,0,,6,,8,,1,7,1984,45340.0,,
413,35,no,non-travel,876.984126984127,,9,3,,414,4,M,,3,3,healthcare representative,4,,7083.33,18416.67,0,,11,,4,part time,1,10.0,0,2.0,9,,1,6,1989,85000.0,,
414,39,no,non-travel,556.2566609977324,,2,2,life sciences,415,2,F,,3,2,sales executive,1,,4492.84,11681.39,3,,15,3.0,4,,1,11.0,3,3.0,7,,1,7,1985,53914.11,,
415,37,no,travel_frequently,478.62698412698415,sales,12,3,marketing,416,1,F,,4,2,sales executive,1,married,3865.83,10051.17,2,no,16,3.0,4,part time,1,,2,2.0,15,,6,13,1987,46390.0,sales executive  -  sales,si
416,36,no,non-travel,553.3253968253969,,1,3,,417,4,F,,2,2,laboratory technician,4,,4469.17,11619.83,0,no,12,3.0,2,part time,1,10.0,0,3.0,9,,0,0,1988,53630.0,,no
417,56,yes,non-travel,1582.7713464696226,,13,4,,418,1,M,,4,4,sales executive,3,,12783.92,33238.2,6,,17,3.0,3,full time,0,,2,2.0,19,,3,8,1968,153407.07,,
418,35,no,non-travel,556.2566609977324,,29,3,,419,2,M,,3,2,laboratory technician,3,,4492.84,11681.39,4,,13,3.0,1,part time,2,10.0,1,3.0,8,,7,7,1989,53914.11,,no
419,44,no,non-travel,421.0555555555556,,6,3,medical,420,1,F,,2,2,research scientist,3,single,3400.83,8842.17,1,yes,14,3.0,1,part time,0,20.0,3,1.0,20,,1,8,1980,40810.0,,
420,43,no,travel_rarely,1582.7713464696226,,10,3,human resources,421,3,F,,3,4,manager,1,married,12783.92,33238.2,0,,14,3.0,3,full time,1,21.0,5,3.0,20,,0,9,1981,153407.07,,
421,27,no,travel_rarely,369.1587301587302,,7,3,,422,3,M,,4,1,laboratory technician,1,single,2981.67,7752.33,0,no,12,3.0,4,full time,0,8.0,2,3.0,7,,0,7,1997,35780.0,,
422,30,yes,non-travel,1032.4872861766066,,14,1,other,423,3,F,,3,3,healthcare representative,4,single,8339.32,21682.23,0,yes,12,3.0,1,part time,0,,1,3.0,8,,7,7,1994,100071.84,,si
423,55,no,non-travel,1787.809523809524,research & development,1,3,,424,4,F,223.47619047619048,3,4,research director,4,,14440.0,37544.0,6,,19,3.0,4,full time,0,29.0,3,2.0,20,,12,7,1969,173280.0,research director  -  research & development,no
424,56,no,non-travel,1582.7713464696226,,1,4,,425,2,M,,4,4,research director,4,divorced,12783.92,33238.2,2,no,13,3.0,4,full time,2,31.0,4,4.0,7,,0,0,1968,153407.07,,
425,41,no,non-travel,556.2566609977324,,9,4,other,426,3,M,,3,2,laboratory technician,3,,4492.84,11681.39,3,no,11,3.0,3,part time,2,11.0,2,,8,,0,7,1983,53914.11,,
426,32,no,non-travel,1113.563492063492,,8,2,,427,1,M,,3,3,sales executive,4,divorced,8994.17,23384.83,1,,18,,1,full time,1,13.0,5,3.0,13,,9,9,1992,107930.0,,
427,47,yes,non-travel,1032.4872861766066,,9,3,marketing,428,1,M,,3,3,sales executive,4,divorced,8339.32,21682.23,4,no,11,3.0,1,,1,28.0,1,4.0,7,,4,3,1977,100071.84,,
428,46,no,travel_rarely,1119.547619047619,,20,3,medical,429,2,M,,1,3,healthcare representative,1,,9042.5,23510.5,2,yes,18,3.0,2,full time,1,,2,3.0,7,,0,7,1978,108510.0,,
429,50,no,travel_rarely,1079.8253968253969,,7,4,life sciences,430,3,M,134.9781746031746,3,3,healthcare representative,2,divorced,8721.67,22676.33,3,,14,3.0,2,full time,2,29.0,3,3.0,8,,0,7,1974,104660.0,,no
430,30,no,travel_rarely,556.2566609977324,,19,3,,431,3,M,69.53208262471655,2,2,sales executive,3,,4492.84,11681.39,1,,14,3.0,3,part time,2,10.0,3,3.0,10,,0,4,1994,53914.11,,si
431,30,yes,non-travel,243.6984126984127,,1,4,technical degree,432,1,M,,2,1,research scientist,1,single,1968.33,5117.67,6,no,13,3.0,3,part time,0,,2,1.0,9,,0,7,1994,23620.0,,si
432,30,no,non-travel,556.2566609977324,,8,1,other,433,3,F,,1,2,healthcare representative,1,,4492.84,11681.39,3,no,13,3.0,3,part time,1,9.0,3,3.0,7,,0,7,1994,53914.11,,si
433,41,no,travel_rarely,1582.7713464696226,human resources,6,2,,434,3,M,197.8464183087028,3,4,manager,4,single,12783.92,33238.2,1,yes,21,4.0,4,full time,0,21.0,2,3.0,21,,7,7,1983,153407.07,manager  -  human resources,si
434,49,no,non-travel,664.3412698412699,sales,16,4,life sciences,435,3,F,,3,2,sales executive,3,divorced,5365.83,13951.17,8,no,14,3.0,3,full time,1,18.0,2,,8,,7,7,1975,64390.0,sales executive  -  sales,si
435,54,yes,non-travel,1032.4872861766066,,2,5,,436,3,F,,2,3,manufacturing director,4,married,8339.32,21682.23,0,,16,3.0,2,part time,1,,4,3.0,33,,1,9,1970,100071.84,,
436,45,no,non-travel,1973.9841269841268,,7,3,medical,437,2,F,,3,5,research director,4,,15943.72,41453.67,0,yes,14,,4,,1,,4,2.0,22,,1,10,1979,191324.62,,no
437,46,no,non-travel,595.2142857142857,,5,5,,438,3,F,74.40178571428571,1,2,laboratory technician,1,,4807.5,12499.5,1,,14,3.0,1,full time,0,10.0,3,3.0,10,,1,4,1978,57690.0,,
438,46,no,non-travel,452.4206349206349,,26,3,marketing,439,1,M,,2,2,sales executive,1,,3654.17,9500.83,1,,15,,1,,1,10.0,2,,10,,4,5,1978,43850.04,,no
439,35,no,travel_frequently,556.2566609977324,,10,4,,440,3,M,,4,2,manufacturing director,4,,4492.84,11681.39,1,,13,3.0,1,part time,1,9.0,3,,9,,7,2,1989,53914.11,,si
440,40,no,non-travel,556.2566609977324,research & development,10,5,medical,441,2,M,,3,2,manufacturing director,1,,4492.84,11681.39,2,,13,3.0,4,,3,,3,3.0,7,,7,7,1984,53914.08,manufacturing director  -  research & development,no
441,28,no,non-travel,419.50793650793656,research & development,36,3,,442,3,M,,2,1,laboratory technician,1,divorced,3388.33,8809.67,1,no,11,3.0,1,full time,2,7.0,3,3.0,7,,0,7,1996,40660.0,laboratory technician  -  research & development,
442,46,no,travel_rarely,556.2566609977324,,2,2,,443,4,F,,2,2,manufacturing director,4,divorced,4492.84,11681.39,1,,19,3.0,1,,2,10.0,3,3.0,10,,3,9,1978,53914.08,,si
443,45,no,non-travel,556.2566609977324,,1,5,,444,1,M,,3,2,human resources,4,married,4492.84,11681.39,4,yes,11,3.0,3,,0,14.0,3,3.0,10,,0,2,1979,53914.08,,
444,26,no,non-travel,537.1269841269842,,2,1,life sciences,445,4,M,67.14087301587303,4,2,manufacturing director,3,divorced,4338.33,11279.67,1,,17,3.0,3,part time,2,7.0,6,3.0,7,,0,7,1998,52060.0,,
445,50,no,non-travel,1582.7713464696226,,1,3,,446,3,M,,3,4,manager,3,single,12783.92,33238.2,4,,14,3.0,1,full time,0,23.0,2,3.0,8,,0,0,1974,153407.07,,
446,49,yes,travel_frequently,273.92857142857144,,7,2,,447,4,F,,3,1,sales representative,3,,2212.5,5752.5,2,,11,,3,,2,19.0,3,3.0,9,,7,7,1975,26550.0,,no
447,27,no,non-travel,265.1587301587302,,7,3,medical,448,4,M,,3,1,laboratory technician,4,,2141.67,5568.33,1,no,20,4.0,3,part time,0,7.0,5,3.0,7,,5,7,1997,25700.0,,si
448,45,no,travel_rarely,1032.4872861766066,,2,3,life sciences,449,3,F,129.06091077207583,4,3,healthcare representative,4,,8339.32,21682.23,1,,19,,2,part time,1,,2,3.0,8,,6,7,1979,100071.84,,si
449,37,no,non-travel,464.4920634920635,,2,4,,450,3,F,58.06150793650794,3,2,sales representative,4,single,3751.67,9754.33,3,,15,,3,part time,0,17.0,2,2.0,13,,6,7,1987,45020.0,,
450,47,no,non-travel,556.2566609977324,research & development,13,4,,451,3,M,69.53208262471655,3,2,healthcare representative,2,single,4492.84,11681.39,6,no,14,3.0,4,part time,0,19.0,3,3.0,10,,0,9,1977,53914.11,healthcare representative  -  research & development,
451,36,no,non-travel,556.2566609977324,,27,4,life sciences,452,4,M,,3,2,manufacturing director,3,married,4492.84,11681.39,2,,16,3.0,2,part time,1,17.0,3,3.0,7,,0,7,1988,53914.11,,
452,31,no,travel_frequently,512.5714285714286,,2,4,,453,4,F,,2,1,research scientist,1,,4140.0,10764.0,0,,16,3.0,4,,0,10.0,2,,9,,0,7,1993,49680.0,,
453,31,no,non-travel,1032.4872861766066,,15,2,marketing,454,3,M,,2,3,sales executive,1,,8339.32,21682.23,2,no,11,3.0,1,part time,1,,2,3.0,7,,1,7,1993,100071.84,,si
454,34,no,non-travel,531.0396825396825,,2,3,marketing,455,4,F,,3,2,sales executive,2,,4289.17,11151.83,8,no,15,3.0,4,part time,0,13.0,2,2.0,11,,1,7,1990,51470.0,,
455,33,no,non-travel,280.42857142857144,,5,4,,456,2,M,35.05357142857143,3,1,research scientist,2,single,2265.0,5889.0,2,no,14,3.0,2,part time,0,12.0,3,3.0,7,,0,7,1991,27180.0,,si
456,44,no,travel_rarely,365.1349206349206,,2,3,life sciences,457,2,M,,3,1,human resources,4,,2949.17,7667.83,0,no,13,3.0,2,,0,,5,3.0,9,,1,8,1980,35390.04,,
457,32,no,travel_rarely,564.1587301587302,,29,4,marketing,458,1,F,,2,2,sales executive,4,,4556.67,11847.33,1,,14,3.0,1,full time,2,,3,3.0,12,,5,7,1992,54680.0,,si
458,36,yes,non-travel,599.7539682539682,,27,3,,459,3,M,,3,2,sales executive,4,,4844.17,12594.83,1,,18,3.0,4,,0,,2,3.0,10,,7,7,1988,58130.04,,
459,36,no,non-travel,556.2566609977324,research & development,2,2,medical,460,2,M,,3,2,manufacturing director,4,divorced,4492.84,11681.39,2,no,14,3.0,3,,1,15.0,6,3.0,7,,1,7,1988,53914.11,manufacturing director  -  research & development,no
460,31,no,non-travel,997.3888888888888,,10,3,medical,461,1,F,,3,3,manufacturing director,3,single,8055.83,20945.17,9,no,14,3.0,2,part time,0,9.0,3,3.0,7,,0,2,1993,96670.0,,
461,47,yes,travel_rarely,556.2566609977324,,19,2,medical,462,4,F,,3,2,healthcare representative,2,married,4492.84,11681.39,4,no,22,4.0,4,,1,13.0,2,4.0,9,7.0,3,7,1977,53914.08,,no
462,46,no,non-travel,531.7619047619048,,2,4,,463,3,F,,3,2,sales executive,3,married,4295.0,11167.0,4,,22,4.0,2,part time,2,10.0,3,4.0,8,,5,7,1978,51540.0,,
463,44,no,travel_frequently,585.515873015873,,2,4,life sciences,464,1,M,73.18948412698413,3,2,sales executive,4,married,4729.17,12295.83,1,,20,4.0,3,full time,1,7.0,5,3.0,7,,7,7,1980,56750.0,,no
464,47,yes,non-travel,754.6190476190477,,10,3,life sciences,465,3,F,,3,3,sales executive,2,,6095.0,15847.0,5,,21,4.0,3,part time,3,14.0,2,3.0,8,,0,7,1977,73140.0,,si
465,41,no,travel_rarely,1582.7713464696226,research & development,1,4,,466,1,M,,3,4,manager,1,,12783.92,33238.2,2,,11,3.0,1,,1,22.0,3,,19,,11,16,1983,153407.04,manager  -  research & development,
466,28,no,travel_rarely,556.2566609977324,sales,2,2,,467,1,F,,4,2,sales executive,3,single,4492.84,11681.39,0,no,14,3.0,2,part time,0,9.0,5,2.0,8,,0,7,1996,53914.11,sales executive  -  sales,
467,43,no,non-travel,1032.4872861766066,,6,3,medical,468,3,M,,3,3,research director,1,married,8339.32,21682.23,9,no,13,3.0,2,,1,18.0,3,4.0,13,,5,7,1981,100071.84,,si
468,27,no,travel_frequently,290.03550973654063,,6,3,other,469,3,M,36.25443871706758,4,1,laboratory technician,4,married,2342.59,6090.75,0,no,18,3.0,1,part time,1,8.0,3,3.0,7,,7,7,1997,28111.13,,
469,29,no,travel_frequently,556.2566609977324,,1,2,life sciences,470,3,M,69.53208262471655,2,2,sales executive,4,married,4492.84,11681.39,1,,12,3.0,3,part time,1,7.0,2,3.0,7,,0,7,1995,53914.11,,
470,48,no,non-travel,556.2566609977324,,14,4,,471,3,M,69.53208262471655,3,2,research scientist,2,married,4492.84,11681.39,8,,18,3.0,3,part time,1,,4,4.0,8,,1,7,1976,53914.11,,no
471,35,no,travel_rarely,1032.4872861766066,,13,4,medical,472,4,M,,3,3,sales executive,3,divorced,8339.32,21682.23,1,no,18,3.0,3,part time,1,9.0,2,2.0,8,,1,1,1989,100071.84,,si
472,27,no,non-travel,290.03550973654063,research & development,1,3,medical,473,3,M,,3,1,laboratory technician,1,single,2342.59,6090.75,0,no,13,3.0,4,part time,0,8.0,6,,7,,7,6,1997,28111.13,laboratory technician  -  research & development,si
473,28,no,travel_rarely,556.2566609977324,,9,3,,474,4,M,,3,2,sales executive,4,,4492.84,11681.39,1,,14,3.0,1,part time,0,,5,,7,,0,7,1996,53914.11,,no
474,32,yes,travel_frequently,556.2566609977324,sales,26,4,marketing,475,1,M,,3,2,sales executive,4,,4492.84,11681.39,1,yes,11,3.0,3,part time,0,10.0,4,3.0,10,,0,8,1992,53914.11,sales executive  -  sales,
475,34,no,travel_frequently,556.2566609977324,,7,2,life sciences,476,4,M,,3,2,healthcare representative,3,divorced,4492.84,11681.39,1,,20,,3,,3,9.0,2,3.0,9,,2,8,1990,53914.08,,
476,32,no,non-travel,1032.4872861766066,,10,3,,477,3,F,,3,3,research director,3,married,8339.32,21682.23,4,no,20,4.0,3,part time,1,13.0,2,4.0,11,,4,8,1992,100071.84,,si
477,36,no,non-travel,525.984126984127,,9,4,medical,478,2,M,,3,2,research scientist,3,,4248.33,11045.67,1,no,19,3.0,2,part time,0,10.0,5,3.0,10,,0,8,1988,50980.0,,si
478,34,no,travel_rarely,556.2566609977324,,15,2,,479,2,F,,3,2,healthcare representative,4,married,4492.84,11681.39,0,yes,13,,1,part time,1,,6,3.0,9,,8,1,1990,53914.11,,
479,40,no,travel_rarely,556.2566609977324,,24,1,life sciences,480,1,M,,3,2,research scientist,4,single,4492.84,11681.39,7,no,13,,1,,0,,2,3.0,7,,1,7,1984,53914.08,,
480,37,no,travel_rarely,1032.4872861766066,,46,3,,481,4,F,129.06091077207583,2,3,sales executive,4,married,8339.32,21682.23,0,no,19,3.0,3,part time,2,10.0,2,3.0,9,,3,4,1987,100071.84,,
481,42,no,travel_rarely,1400.079365079365,,28,4,life sciences,482,1,F,,2,4,manufacturing director,2,married,11308.33,29401.67,0,no,23,,3,full time,1,21.0,3,3.0,20,,0,10,1982,135700.0,,
482,35,no,non-travel,692.5079365079365,sales,28,3,marketing,483,4,F,,2,2,sales executive,3,married,5593.33,14542.67,1,no,21,4.0,4,full time,2,8.0,2,3.0,8,,1,7,1989,67120.0,sales executive  -  sales,
483,39,no,travel_rarely,556.2566609977324,,10,2,,484,1,F,,3,2,sales executive,4,married,4492.84,11681.39,1,no,11,3.0,3,,1,10.0,1,3.0,10,,1,9,1985,53914.08,,si
484,40,no,travel_rarely,1030.8174603174605,,6,1,,485,4,M,,2,3,healthcare representative,1,,8325.83,21647.17,4,,15,3.0,1,part time,1,,5,3.0,7,,1,7,1984,99910.0,,si
485,35,no,travel_rarely,1032.4872861766066,,7,4,,486,1,F,,3,3,research director,2,single,8339.32,21682.23,0,no,11,,3,part time,0,,4,3.0,12,6.0,2,11,1989,100071.84,,no
486,45,no,travel_rarely,1057.3333333333337,,7,4,medical,487,1,F,,2,3,healthcare representative,4,married,8540.0,22204.0,3,,14,,4,full time,1,24.0,4,3.0,22,,5,17,1979,102480.0,,
487,47,no,non-travel,556.2566609977324,,5,4,,488,1,M,,3,2,sales executive,4,single,4492.84,11681.39,4,,21,,3,part time,0,14.0,4,3.0,9,,0,8,1977,53914.11,,
488,42,no,travel_frequently,1582.7713464696226,research & development,10,3,life sciences,489,4,M,197.8464183087028,2,4,manager,1,divorced,12783.92,33238.2,4,,13,3.0,2,full time,1,,2,2.0,7,,7,7,1982,153407.07,manager  -  research & development,no
489,40,no,non-travel,1128.5238095238096,research & development,2,4,,490,3,F,,3,3,healthcare representative,3,single,9115.0,23699.0,0,no,25,4.0,4,,0,20.0,1,3.0,19,,11,8,1984,109380.0,healthcare representative  -  research & development,no
490,43,no,travel_rarely,267.531746031746,,2,3,medical,491,4,F,,2,1,laboratory technician,1,divorced,2160.83,5618.17,0,yes,11,3.0,3,part time,1,10.0,4,3.0,9,,7,8,1981,25930.0,,
491,34,no,travel_frequently,1225.5079365079364,research & development,5,4,,492,4,F,,3,3,manager,2,married,9898.33,25735.67,6,,11,,2,,2,12.0,2,3.0,10,,8,8,1990,118779.96,manager  -  research & development,
492,36,no,travel_rarely,835.1984126984128,,5,4,technical degree,493,3,M,,3,3,manufacturing director,2,single,6745.83,17539.17,0,no,13,3.0,4,part time,0,17.0,5,3.0,16,,0,13,1988,80950.0,,si
493,34,yes,travel_rarely,1032.4872861766066,,15,1,medical,494,2,M,,3,3,manager,3,married,8339.32,21682.23,7,,12,3.0,4,part time,0,15.0,2,4.0,7,,7,7,1990,100071.84,,
494,41,no,travel_rarely,1582.7713464696226,,6,3,life sciences,495,2,F,,3,4,manufacturing director,3,single,12783.92,33238.2,7,no,15,3.0,3,full time,0,22.0,3,3.0,20,,5,13,1983,153407.07,,
495,42,no,travel_rarely,1973.9841269841268,,10,4,human resources,496,2,M,,2,5,manager,4,divorced,15943.72,41453.67,3,no,15,3.0,2,full time,3,23.0,2,2.0,21,,12,6,1982,191324.62,,no
496,28,no,non-travel,556.2566609977324,,7,3,,497,4,F,,2,2,healthcare representative,1,,4492.84,11681.39,8,no,19,3.0,1,part time,0,,2,1.0,7,,0,7,1996,53914.11,,
497,53,no,travel_rarely,1739.1111111111113,,3,4,marketing,498,3,M,,2,4,manager,1,,14046.67,36521.33,1,,11,3.0,1,full time,0,,3,4.0,34,,1,16,1971,168560.0,,
498,52,no,travel_rarely,1582.7713464696226,,26,4,marketing,499,1,F,197.8464183087028,3,4,manager,3,married,12783.92,33238.2,2,no,14,3.0,3,full time,1,,2,2.0,20,,4,17,1972,153407.07,,
499,48,no,travel_rarely,468.1031746031746,,2,2,marketing,500,3,F,,3,2,sales executive,4,,3780.83,9830.17,0,,22,4.0,1,part time,1,8.0,2,3.0,7,,7,7,1976,45370.0,,
500,51,no,non-travel,1849.301587301588,research & development,2,4,,501,1,M,,3,4,manager,1,divorced,14936.67,38835.33,1,,11,3.0,4,full time,1,31.0,3,3.0,31,,14,7,1973,179240.0,manager  -  research & development,
501,36,no,travel_rarely,414.1428571428571,research & development,21,1,life sciences,502,4,F,,3,2,healthcare representative,4,married,3345.0,8697.0,1,,25,4.0,4,part time,1,10.0,2,1.0,10,,0,7,1988,40140.0,healthcare representative  -  research & development,
502,40,no,travel_rarely,1314.6507936507935,,1,1,,503,4,F,164.33134920634922,2,4,manufacturing director,4,married,10618.33,27607.67,1,no,16,3.0,3,full time,1,,3,3.0,21,,11,8,1984,127420.0,,
503,40,no,travel_frequently,1032.4872861766066,,22,3,medical,504,4,F,,3,3,manufacturing director,1,single,8339.32,21682.23,1,,13,3.0,3,part time,0,,2,3.0,21,,2,8,1984,100071.84,,no
504,42,no,non-travel,348.3174603174604,,7,2,,505,2,F,43.53968253968255,4,1,research scientist,3,,2813.33,7314.67,1,no,13,3.0,3,full time,0,,3,3.0,10,,0,8,1982,33760.0,,
